Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Index,Instrument,Isolate,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN
SRR5871513,RNA-Seq,65,178086025,PRJNA395838,SAMN07415259,"Microbe\, viral or environmental",80192408,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039088,uncalculated,uncalculated,missing,missing,122,Illumina HiSeq 2500,missing,missing,122_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_0_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,122_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_0_67h,Yeast culture,SRP113626,BY4741
SRR5871514,RNA-Seq,65,123782295,PRJNA395838,SAMN07415258,"Microbe\, viral or environmental",56602070,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039087,uncalculated,uncalculated,missing,missing,121,Illumina HiSeq 2500,missing,missing,121_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_0_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,121_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_0_5h,Yeast culture,SRP113626,BY4741
SRR5871515,RNA-Seq,65,49076170,PRJNA395838,SAMN07415261,"Microbe\, viral or environmental",24283308,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039086,uncalculated,uncalculated,missing,missing,124,Illumina HiSeq 2500,missing,missing,124_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_10h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,124_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_10h,Yeast culture,SRP113626,BY4741
SRR5871516,RNA-Seq,65,260000000,PRJNA395838,SAMN07415260,"Microbe\, viral or environmental",114835717,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039085,uncalculated,uncalculated,missing,missing,123,Illumina HiSeq 2500,missing,missing,123_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_0_83h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,123_exp2_PHO84c_Rep_mCh_L74F_0_06mM_recovery_0_83h,Yeast culture,SRP113626,BY4741
SRR5871517,RNA-Seq,65,88524800,PRJNA395838,SAMN07415382,"Microbe\, viral or environmental",41894146,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039084,uncalculated,uncalculated,missing,missing,245,Illumina HiSeq 2500,missing,missing,245_exp2_WT_Rep_0_2mM_lowPi_0_25h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,245_exp2_WT_Rep_0_2mM_lowPi_0_25h,Yeast culture,SRP113626,BY4741
SRR5871518,RNA-Seq,65,108876040,PRJNA395838,SAMN07415383,"Microbe\, viral or environmental",51563779,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039083,uncalculated,uncalculated,missing,missing,246,Illumina HiSeq 2500,missing,missing,246_exp2_WT_Rep_0_2mM_lowPi_0_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,246_exp2_WT_Rep_0_2mM_lowPi_0_5h,Yeast culture,SRP113626,BY4741
SRR5871519,RNA-Seq,65,154630710,PRJNA395838,SAMN07415384,"Microbe\, viral or environmental",72393809,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039082,uncalculated,uncalculated,missing,missing,247,Illumina HiSeq 2500,missing,missing,247_exp2_WT_Rep_0_2mM_lowPi_0_75h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,247_exp2_WT_Rep_0_2mM_lowPi_0_75h,Yeast culture,SRP113626,BY4741
SRR5871520,RNA-Seq,65,40289470,PRJNA395838,SAMN07415385,"Microbe\, viral or environmental",20173318,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039081,uncalculated,uncalculated,missing,missing,248,Illumina HiSeq 2500,missing,missing,248_exp2_WT_Rep_0_2mM_lowPi_10_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,248_exp2_WT_Rep_0_2mM_lowPi_10_5h,Yeast culture,SRP113626,BY4741
SRR5871521,RNA-Seq,65,101255700,PRJNA395838,SAMN07415378,"Microbe\, viral or environmental",48102653,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039080,uncalculated,uncalculated,missing,missing,241,Illumina HiSeq 2500,missing,missing,241_exp2_WT_Rep_0_06mM_recovery_9h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,241_exp2_WT_Rep_0_06mM_recovery_9h,Yeast culture,SRP113626,BY4741
SRR5871522,RNA-Seq,65,109380375,PRJNA395838,SAMN07415379,"Microbe\, viral or environmental",54667944,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039079,uncalculated,uncalculated,missing,missing,242,Illumina HiSeq 2500,missing,missing,242_exp2_WT_Rep_0_06mM_start_0h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,242_exp2_WT_Rep_0_06mM_start_0h,Yeast culture,SRP113626,BY4741
SRR5871523,RNA-Seq,65,101797540,PRJNA395838,SAMN07415380,"Microbe\, viral or environmental",47633574,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039078,uncalculated,uncalculated,missing,missing,243,Illumina HiSeq 2500,missing,missing,243_exp2_WT_Rep_0_2mM_end_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,243_exp2_WT_Rep_0_2mM_end_lowPi_24_67h,Yeast culture,SRP113626,BY4741
SRR5871524,RNA-Seq,65,72963020,PRJNA395838,SAMN07415381,"Microbe\, viral or environmental",34772745,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039077,uncalculated,uncalculated,missing,missing,244,Illumina HiSeq 2500,missing,missing,244_exp2_WT_Rep_0_2mM_end_lowPi_tecRep_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,244_exp2_WT_Rep_0_2mM_end_lowPi_tecRep_24_67h,Yeast culture,SRP113626,BY4741
SRR5871525,RNA-Seq,65,60580520,PRJNA395838,SAMN07415346,"Microbe\, viral or environmental",30805961,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039076,uncalculated,uncalculated,missing,missing,209,Illumina HiSeq 2500,missing,missing,209_exp2_WT_Rep_0_06mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,209_exp2_WT_Rep_0_06mM_lowPi_8h,Yeast culture,SRP113626,BY4741
SRR5871526,RNA-Seq,65,48895210,PRJNA395838,SAMN07415439,"Microbe\, viral or environmental",24303458,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039075,uncalculated,uncalculated,missing,missing,302,Illumina HiSeq 2500,missing,missing,302_exp2_WT_Rep_0_2mM_end_recovery_24h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,302_exp2_WT_Rep_0_2mM_end_recovery_24h,Yeast culture,SRP113626,BY4741
SRR5871527,RNA-Seq,65,44470920,PRJNA395838,SAMN07415441,"Microbe\, viral or environmental",21945805,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039074,uncalculated,uncalculated,missing,missing,304,Illumina HiSeq 2500,missing,missing,304_exp2_WT_Rep_L74F_0_06mM_end_lowPi_tecRep_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,304_exp2_WT_Rep_L74F_0_06mM_end_lowPi_tecRep_24_67h,Yeast culture,SRP113626,BY4741
SRR5871528,RNA-Seq,65,49221250,PRJNA395838,SAMN07415386,"Microbe\, viral or environmental",24111726,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039073,uncalculated,uncalculated,missing,missing,249,Illumina HiSeq 2500,missing,missing,249_exp2_WT_Rep_0_2mM_lowPi_10h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,249_exp2_WT_Rep_0_2mM_lowPi_10h,Yeast culture,SRP113626,BY4741
SRR5871529,RNA-Seq,65,76630515,PRJNA395838,SAMN07415387,"Microbe\, viral or environmental",35879416,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039072,uncalculated,uncalculated,missing,missing,250,Illumina HiSeq 2500,missing,missing,250_exp2_WT_Rep_0_2mM_lowPi_11_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,250_exp2_WT_Rep_0_2mM_lowPi_11_5h,Yeast culture,SRP113626,BY4741
SRR5871530,RNA-Seq,65,57631145,PRJNA395838,SAMN07415415,"Microbe\, viral or environmental",27069329,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039071,uncalculated,uncalculated,missing,missing,278,Illumina HiSeq 2500,missing,missing,278_exp2_WT_Rep_0_2mM_recovery_1_17h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,278_exp2_WT_Rep_0_2mM_recovery_1_17h,Yeast culture,SRP113626,BY4741
SRR5871531,RNA-Seq,65,156997685,PRJNA395838,SAMN07415438,"Microbe\, viral or environmental",73823085,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039070,uncalculated,uncalculated,missing,missing,301,Illumina HiSeq 2500,missing,missing,301_exp2_WT_Rep_0_2mM_start_0h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,301_exp2_WT_Rep_0_2mM_start_0h,Yeast culture,SRP113626,BY4741
SRR5871532,RNA-Seq,65,60164975,PRJNA395838,SAMN07415146,"Microbe\, viral or environmental",28321121,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039069,uncalculated,uncalculated,missing,missing,9,Illumina HiSeq 2500,missing,missing,9_exp2_PHO84c_Rep_mCh_0_06mM_lowPi_12h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,9_exp2_PHO84c_Rep_mCh_0_06mM_lowPi_12h,Yeast culture,SRP113626,BY4741
SRR5871533,RNA-Seq,65,64729340,PRJNA395838,SAMN07415406,"Microbe\, viral or environmental",31315206,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039068,uncalculated,uncalculated,missing,missing,269,Illumina HiSeq 2500,missing,missing,269_exp2_WT_Rep_0_2mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,269_exp2_WT_Rep_0_2mM_lowPi_9_5h,Yeast culture,SRP113626,BY4741
SRR5871534,RNA-Seq,65,57625880,PRJNA395838,SAMN07415407,"Microbe\, viral or environmental",28211519,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039067,uncalculated,uncalculated,missing,missing,270,Illumina HiSeq 2500,missing,missing,270_exp2_WT_Rep_0_2mM_lowPi_9h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,270_exp2_WT_Rep_0_2mM_lowPi_9h,Yeast culture,SRP113626,BY4741
SRR5871535,RNA-Seq,65,37169405,PRJNA395838,SAMN07415170,"Microbe\, viral or environmental",18881869,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039066,uncalculated,uncalculated,missing,missing,33,Illumina HiSeq 2500,missing,missing,33_exp2_PHO84c_Rep_mCh_0_06mM_recovery_10h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,33_exp2_PHO84c_Rep_mCh_0_06mM_recovery_10h,Yeast culture,SRP113626,BY4741
SRR5871536,RNA-Seq,65,39671645,PRJNA395838,SAMN07415171,"Microbe\, viral or environmental",20223735,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039065,uncalculated,uncalculated,missing,missing,34,Illumina HiSeq 2500,missing,missing,34_exp2_PHO84c_Rep_mCh_0_06mM_recovery_11h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,34_exp2_PHO84c_Rep_mCh_0_06mM_recovery_11h,Yeast culture,SRP113626,BY4741
SRR5871537,RNA-Seq,65,86032505,PRJNA395838,SAMN07415168,"Microbe\, viral or environmental",39713094,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039064,uncalculated,uncalculated,missing,missing,31,Illumina HiSeq 2500,missing,missing,31_exp2_PHO84c_Rep_mCh_0_06mM_recovery_0_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,31_exp2_PHO84c_Rep_mCh_0_06mM_recovery_0_67h,Yeast culture,SRP113626,BY4741
SRR5871538,RNA-Seq,65,116498135,PRJNA395838,SAMN07415169,"Microbe\, viral or environmental",54786738,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039063,uncalculated,uncalculated,missing,missing,32,Illumina HiSeq 2500,missing,missing,32_exp2_PHO84c_Rep_mCh_0_06mM_recovery_0_83h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,32_exp2_PHO84c_Rep_mCh_0_06mM_recovery_0_83h,Yeast culture,SRP113626,BY4741
SRR5871539,RNA-Seq,65,77368135,PRJNA395838,SAMN07415447,"Microbe\, viral or environmental",36098382,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039062,uncalculated,uncalculated,missing,missing,310,Illumina HiSeq 2500,missing,missing,310_exp2_WT_Rep_L74F_0_06mM_lowPi_11h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,310_exp2_WT_Rep_L74F_0_06mM_lowPi_11h,Yeast culture,SRP113626,BY4741
SRR5871540,RNA-Seq,65,106660580,PRJNA395838,SAMN07415375,"Microbe\, viral or environmental",51250765,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039061,uncalculated,uncalculated,missing,missing,238,Illumina HiSeq 2500,missing,missing,238_exp2_WT_Rep_0_06mM_recovery_7h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,238_exp2_WT_Rep_0_06mM_recovery_7h,Yeast culture,SRP113626,BY4741
SRR5871541,RNA-Seq,65,54542150,PRJNA395838,SAMN07415347,"Microbe\, viral or environmental",27581298,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039060,uncalculated,uncalculated,missing,missing,210,Illumina HiSeq 2500,missing,missing,210_exp2_WT_Rep_0_06mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,210_exp2_WT_Rep_0_06mM_lowPi_9_5h,Yeast culture,SRP113626,BY4741
SRR5871542,RNA-Seq,65,50572860,PRJNA395838,SAMN07415173,"Microbe\, viral or environmental",22551215,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039059,uncalculated,uncalculated,missing,missing,36,Illumina HiSeq 2500,missing,missing,36_exp2_PHO84c_Rep_mCh_0_06mM_recovery_1_33h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,36_exp2_PHO84c_Rep_mCh_0_06mM_recovery_1_33h,Yeast culture,SRP113626,BY4741
SRR5871543,RNA-Seq,65,84326515,PRJNA395838,SAMN07415467,"Microbe\, viral or environmental",39060914,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039058,uncalculated,uncalculated,missing,missing,330,Illumina HiSeq 2500,missing,missing,330_exp2_WT_Rep_L74F_0_06mM_lowPi_11_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,330_exp2_WT_Rep_L74F_0_06mM_lowPi_11_5h,Yeast culture,SRP113626,BY4741
SRR5871544,RNA-Seq,65,67928315,PRJNA395838,SAMN07415446,"Microbe\, viral or environmental",34040489,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039057,uncalculated,uncalculated,missing,missing,309,Illumina HiSeq 2500,missing,missing,309_exp2_WT_Rep_L74F_0_06mM_lowPi_10h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,309_exp2_WT_Rep_L74F_0_06mM_lowPi_10h,Yeast culture,SRP113626,BY4741
SRR5871545,RNA-Seq,65,124937670,PRJNA395838,SAMN07415177,"Microbe\, viral or environmental",56928091,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039056,uncalculated,uncalculated,missing,missing,40,Illumina HiSeq 2500,missing,missing,40_exp2_PHO84c_Rep_mCh_0_06mM_recovery_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,40_exp2_PHO84c_Rep_mCh_0_06mM_recovery_1h,Yeast culture,SRP113626,BY4741
SRR5871546,RNA-Seq,65,54089425,PRJNA395838,SAMN07415174,"Microbe\, viral or environmental",24408550,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039055,uncalculated,uncalculated,missing,missing,37,Illumina HiSeq 2500,missing,missing,37_exp2_PHO84c_Rep_mCh_0_06mM_recovery_1_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,37_exp2_PHO84c_Rep_mCh_0_06mM_recovery_1_5h,Yeast culture,SRP113626,BY4741
SRR5871547,RNA-Seq,65,39440765,PRJNA395838,SAMN07415468,"Microbe\, viral or environmental",20244337,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039054,uncalculated,uncalculated,missing,missing,331,Illumina HiSeq 2500,missing,missing,331_exp2_WT_Rep_L74F_0_06mM_lowPi_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,331_exp2_WT_Rep_L74F_0_06mM_lowPi_3h,Yeast culture,SRP113626,BY4741
SRR5871548,RNA-Seq,65,86207225,PRJNA395838,SAMN07415296,"Microbe\, viral or environmental",40248620,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039053,uncalculated,uncalculated,missing,missing,159,Illumina HiSeq 2500,missing,missing,159_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1_17h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,159_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1_17h,Yeast culture,SRP113626,BY4741
SRR5871549,RNA-Seq,65,65764335,PRJNA395838,SAMN07415297,"Microbe\, viral or environmental",29601390,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"fastq,sra",s3,s3.us-east-1,SRX3039052,uncalculated,uncalculated,missing,missing,160,Illumina HiSeq 2500,missing,missing,160_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1_33h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,160_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_1_33h,Yeast culture,SRP113626,BY4741
SRR5871550,RNA-Seq,65,131129505,PRJNA395838,SAMN07415448,"Microbe\, viral or environmental",59319499,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039051,uncalculated,uncalculated,missing,missing,311,Illumina HiSeq 2500,missing,missing,311_exp2_WT_Rep_L74F_0_06mM_lowPi_12h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,311_exp2_WT_Rep_L74F_0_06mM_lowPi_12h,Yeast culture,SRP113626,BY4741
SRR5871551,RNA-Seq,65,82262570,PRJNA395838,SAMN07415449,"Microbe\, viral or environmental",41308583,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039050,uncalculated,uncalculated,missing,missing,312,Illumina HiSeq 2500,missing,missing,312_exp2_WT_Rep_L74F_0_06mM_lowPi_1_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,312_exp2_WT_Rep_L74F_0_06mM_lowPi_1_5h,Yeast culture,SRP113626,BY4741
SRR5871552,RNA-Seq,65,29720860,PRJNA395838,SAMN07415454,"Microbe\, viral or environmental",15183243,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039049,uncalculated,uncalculated,missing,missing,317,Illumina HiSeq 2500,missing,missing,317_exp2_WT_Rep_L74F_0_06mM_lowPi_4_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,317_exp2_WT_Rep_L74F_0_06mM_lowPi_4_5h,Yeast culture,SRP113626,BY4741
SRR5871553,RNA-Seq,65,39181155,PRJNA395838,SAMN07415455,"Microbe\, viral or environmental",20044635,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039048,uncalculated,uncalculated,missing,missing,318,Illumina HiSeq 2500,missing,missing,318_exp2_WT_Rep_L74F_0_06mM_lowPi_4h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,318_exp2_WT_Rep_L74F_0_06mM_lowPi_4h,Yeast culture,SRP113626,BY4741
SRR5871554,RNA-Seq,65,62979800,PRJNA395838,SAMN07415452,"Microbe\, viral or environmental",31825411,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"fastq,sra",s3,s3.us-east-1,SRX3039047,uncalculated,uncalculated,missing,missing,315,Illumina HiSeq 2500,missing,missing,315_exp2_WT_Rep_L74F_0_06mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,315_exp2_WT_Rep_L74F_0_06mM_lowPi_2h,Yeast culture,SRP113626,BY4741
SRR5871555,RNA-Seq,65,32939140,PRJNA395838,SAMN07415453,"Microbe\, viral or environmental",16776329,WEIZMANN INSTITUTE OF SCIENCE,2015-08-25,public,"sra,fastq",s3,s3.us-east-1,SRX3039046,uncalculated,uncalculated,missing,missing,316,Illumina HiSeq 2500,missing,missing,316_exp2_WT_Rep_L74F_0_06mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,316_exp2_WT_Rep_L74F_0_06mM_lowPi_3_5h,Yeast culture,SRP113626,BY4741
SRR5871556,RNA-Seq,65,105483040,PRJNA395838,SAMN07415288,"Microbe\, viral or environmental",49221995,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039045,uncalculated,uncalculated,missing,missing,151,Illumina HiSeq 2500,missing,missing,151_exp2_PHO84c_Rep_mCh_L74F_0_2mM_end_lowPi_tecRep_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,151_exp2_PHO84c_Rep_mCh_L74F_0_2mM_end_lowPi_tecRep_24_67h,Yeast culture,SRP113626,BY4741
SRR5871557,RNA-Seq,65,115958050,PRJNA395838,SAMN07415289,"Microbe\, viral or environmental",54843097,WEIZMANN INSTITUTE OF SCIENCE,2015-09-06,public,"sra,fastq",s3,s3.us-east-1,SRX3039044,uncalculated,uncalculated,missing,missing,152,Illumina HiSeq 2500,missing,missing,152_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_0_17h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,152_exp2_PHO84c_Rep_mCh_L74F_0_2mM_recovery_0_17h,Yeast culture,SRP113626,BY4741
